"regime","year","race","A","B","UCF","CI_lo","CI_hi","std_UCF","std_CI_lo","std_CI_hi","effective_weight_sum","standardization_status","estimate","estimate_type","display_segment"
"bridged",2012,"Black",140,71,0.507142857142857,0.425250055020642,0.588654142116938,0.532303213640746,0.441473446393323,0.623132980888169,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.532303213640746,"Standardized (common regime weights)",5
"bridged",2013,"Black",144,79,0.548611111111111,0.467122683025951,0.627573352251809,0.57902992494059,0.489385659396259,0.668674190484922,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.57902992494059,"Standardized (common regime weights)",5
"bridged",2014,"Black",127,68,0.535433070866142,0.448928551142145,0.619856985805541,0.532971373862831,0.417640280024056,0.648302467701605,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.532971373862831,"Standardized (common regime weights)",5
"bridged",2015,"Black",155,98,0.632258064516129,0.554004500482047,0.704114508902538,0.638500043242945,0.553166993498722,0.723833092987168,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.638500043242945,"Standardized (common regime weights)",5
"bridged",2016,"Black",139,83,0.597122302158273,0.514034063072654,0.674986689185922,NA,NA,NA,0.989827395389361,"not_estimable: common regime weight has zero-denominator cell; crude result retained",0.597122302158273,"Crude only / not estimable",6
"bridged",2017,"Black",116,57,0.491379310344828,0.402149660305967,0.581161624288855,NA,NA,NA,0.990745755527822,"not_estimable: common regime weight has zero-denominator cell; crude result retained",0.491379310344828,"Crude only / not estimable",6
"bridged",2018,"Black",122,72,0.590163934426229,0.501440902063423,0.673382246095936,0.556604738974891,0.462551464557435,0.650658013392347,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.556604738974891,"Standardized (common regime weights)",7
"bridged",2019,"Black",154,77,0.5,0.421997674197609,0.578002325802391,0.540381039533703,0.456386317348712,0.624375761718695,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.540381039533703,"Standardized (common regime weights)",7
"bridged",2020,"Black",140,85,0.607142857142857,0.524418087042644,0.684144870021053,NA,NA,NA,0.995172722349118,"not_estimable: common regime weight has zero-denominator cell; crude result retained",0.607142857142857,"Crude only / not estimable",8
"bridged",1999,"White",2104,964,0.458174904942966,0.43698065811188,0.4795216009819,0.457561603269254,0.435829611685882,0.479293594852625,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.457561603269254,"Standardized (common regime weights)",1
"bridged",2000,"White",2042,950,0.465230166503428,0.443681636585389,0.486909270453002,0.467372084592562,0.445386574739745,0.489357594445379,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.467372084592562,"Standardized (common regime weights)",1
"bridged",2001,"White",2086,994,0.476510067114094,0.455139999093405,0.49796649155144,0.477239519268541,0.455548634193704,0.498930404343379,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.477239519268541,"Standardized (common regime weights)",1
"bridged",2002,"White",1995,956,0.479197994987469,0.45733750191201,0.50113844442494,0.476967489623784,0.454766183908498,0.49916879533907,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.476967489623784,"Standardized (common regime weights)",1
"bridged",2003,"White",1937,929,0.479607640681466,0.457421953170978,0.501874052362621,0.477607320057032,0.455007649624276,0.500206990489787,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.477607320057032,"Standardized (common regime weights)",1
"bridged",2004,"White",1878,956,0.509052183173589,0.486446861378571,0.531620547988267,0.509507332056469,0.48665251993391,0.532362144179029,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.509507332056469,"Standardized (common regime weights)",1
"bridged",2005,"White",1791,883,0.493020658849805,0.469906278669265,0.516164914484237,0.489755600040528,0.466495474677949,0.513015725403107,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.489755600040528,"Standardized (common regime weights)",1
"bridged",2006,"White",1670,870,0.520958083832335,0.496977932090401,0.544842038152969,0.520078091194035,0.496073003728053,0.544083178660016,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.520078091194035,"Standardized (common regime weights)",1
"bridged",2007,"White",1635,892,0.545565749235474,0.521351954278909,0.569565931156586,0.542903458622913,0.518597140113228,0.567209777132597,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.542903458622913,"Standardized (common regime weights)",1
"bridged",2008,"White",1769,998,0.56416054267948,0.540938868346219,0.587104166111584,0.561412511061331,0.538111059255931,0.584713962866731,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.561412511061331,"Standardized (common regime weights)",1
"bridged",2009,"White",1592,871,0.547110552763819,0.522574569358603,0.571419730119522,0.546547623023896,0.522069689775823,0.57102555627197,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.546547623023896,"Standardized (common regime weights)",1
"bridged",2010,"White",1548,860,0.555555555555556,0.530694892517632,0.580141171967144,0.554074658375064,0.52933569334548,0.578813623404648,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.554074658375064,"Standardized (common regime weights)",1
"bridged",2011,"White",1581,887,0.561037318153068,0.536456595100282,0.585322147452058,0.558948571509092,0.534460840590079,0.583436302428106,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.558948571509092,"Standardized (common regime weights)",1
"bridged",2012,"White",1514,901,0.595112285336856,0.570175815411824,0.619567321676924,0.592734054077541,0.567882689963136,0.617585418191945,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.592734054077541,"Standardized (common regime weights)",1
"bridged",2013,"White",1468,811,0.552452316076294,0.526912070387061,0.577718764053078,0.551681260922503,0.526006377806249,0.577356144038758,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.551681260922503,"Standardized (common regime weights)",1
"bridged",2014,"White",1471,875,0.594833446634942,0.569530479964111,0.619642395758472,0.593273755389637,0.568150342854589,0.618397167924685,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.593273755389637,"Standardized (common regime weights)",1
"bridged",2015,"White",1528,927,0.606675392670157,0.581944248716102,0.630871508503953,0.607901981346477,0.583548093431227,0.632255869261727,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.607901981346477,"Standardized (common regime weights)",1
"bridged",2016,"White",1511,886,0.586366644606221,0.561346363620449,0.610948894394993,0.585202809939913,0.560465917225008,0.609939702654819,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.585202809939913,"Standardized (common regime weights)",1
"bridged",2017,"White",1449,856,0.590752242926156,0.565227784240426,0.615796785510965,0.586534920915754,0.561206510482504,0.611863331349004,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.586534920915754,"Standardized (common regime weights)",1
"bridged",2018,"White",1400,837,0.597857142857143,0.571938526083248,0.623240208864626,0.599545676051808,0.574018373055509,0.625072979048107,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.599545676051808,"Standardized (common regime weights)",1
"bridged",2019,"White",1515,891,0.588118811881188,0.563142933173711,0.612648949810121,0.586569796396474,0.561656471617996,0.611483121174953,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.586569796396474,"Standardized (common regime weights)",1
"bridged",2020,"White",1664,916,0.550480769230769,0.526490725615052,0.574238273002592,0.549289643405583,0.525447376551555,0.573131910259611,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.549289643405583,"Standardized (common regime weights)",1
"single_race",2018,"AIAN",22,9,0.409090909090909,0.232558161964719,0.612651815236849,NA,NA,NA,0.836180978221016,"not_estimable: common regime weight has zero-denominator cell; crude result retained",0.409090909090909,"Crude only / not estimable",1
"single_race",2019,"AIAN",18,12,0.666666666666667,0.437494672959451,0.837212252491663,NA,NA,NA,0.826281440199457,"not_estimable: common regime weight has zero-denominator cell; crude result retained",0.666666666666667,"Crude only / not estimable",1
"single_race",2020,"AIAN",27,11,0.407407407407407,0.245147570743956,0.592732990319353,NA,NA,NA,0.953362176431766,"not_estimable: common regime weight has zero-denominator cell; crude result retained",0.407407407407407,"Crude only / not estimable",1
"single_race",2021,"AIAN",26,17,0.653846153846154,0.462205711888108,0.805877696770595,NA,NA,NA,0.98364742978661,"not_estimable: common regime weight has zero-denominator cell; crude result retained",0.653846153846154,"Crude only / not estimable",1
"single_race",2022,"AIAN",25,13,0.52,0.334985169503568,0.69968714045887,NA,NA,NA,0.979027645376549,"not_estimable: common regime weight has zero-denominator cell; crude result retained",0.52,"Crude only / not estimable",1
"single_race",2023,"AIAN",27,11,0.407407407407407,0.245147570743956,0.592732990319353,NA,NA,NA,0.914277333724426,"not_estimable: common regime weight has zero-denominator cell; crude result retained",0.407407407407407,"Crude only / not estimable",1
"single_race",2024,"AIAN",31,16,0.516129032258065,0.348403954480288,0.680297484375827,NA,NA,NA,0.948082422820268,"not_estimable: common regime weight has zero-denominator cell; crude result retained",0.516129032258065,"Crude only / not estimable",1
"single_race",2018,"Asian",71,48,0.676056338028169,0.560611570558295,0.773427882893504,NA,NA,NA,0.961501796582826,"not_estimable: common regime weight has zero-denominator cell; crude result retained",0.676056338028169,"Crude only / not estimable",1
"single_race",2019,"Asian",91,57,0.626373626373626,0.523759652177816,0.718750324851149,NA,NA,NA,0.979760944489257,"not_estimable: common regime weight has zero-denominator cell; crude result retained",0.626373626373626,"Crude only / not estimable",1
"single_race",2020,"Asian",66,34,0.515151515151515,0.397105912857172,0.631530373293932,NA,NA,NA,0.975287819901738,"not_estimable: common regime weight has zero-denominator cell; crude result retained",0.515151515151515,"Crude only / not estimable",1
"single_race",2021,"Asian",95,57,0.6,0.499456028552735,0.692771000739371,NA,NA,NA,0.926156779350297,"not_estimable: common regime weight has zero-denominator cell; crude result retained",0.6,"Crude only / not estimable",1
"single_race",2022,"Asian",96,58,0.604166666666667,0.504151120483495,0.69616646537949,NA,NA,NA,0.95820195057564,"not_estimable: common regime weight has zero-denominator cell; crude result retained",0.604166666666667,"Crude only / not estimable",1
"single_race",2023,"Asian",92,55,0.597826086956522,0.495659750892042,0.692150412073815,NA,NA,NA,0.976314438659529,"not_estimable: common regime weight has zero-denominator cell; crude result retained",0.597826086956522,"Crude only / not estimable",1
"single_race",2024,"Asian",88,57,0.647727272727273,0.543659867910876,0.739436680574497,NA,NA,NA,0.951602258561267,"not_estimable: common regime weight has zero-denominator cell; crude result retained",0.647727272727273,"Crude only / not estimable",1
"single_race",2018,"Black",122,72,0.590163934426229,0.501440902063423,0.673382246095936,0.561006690447194,0.468187413371072,0.653825967523316,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.561006690447194,"Standardized (common regime weights)",1
"single_race",2019,"Black",154,77,0.5,0.421997674197609,0.578002325802391,0.538292584891371,0.456280551854166,0.620304617928576,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.538292584891371,"Standardized (common regime weights)",1
"single_race",2020,"Black",140,85,0.607142857142857,0.524418087042644,0.684144870021053,NA,NA,NA,0.995380215589939,"not_estimable: common regime weight has zero-denominator cell; crude result retained",0.607142857142857,"Crude only / not estimable",2
"single_race",2021,"Black",174,101,0.580459770114943,0.506173189520041,0.651270413257816,NA,NA,NA,0.993546967808169,"not_estimable: common regime weight has zero-denominator cell; crude result retained",0.580459770114943,"Crude only / not estimable",2
"single_race",2022,"Black",174,88,0.505747126436782,0.432142246350637,0.579103725276353,0.549221975990327,0.472072884041921,0.626371067938732,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.549221975990327,"Standardized (common regime weights)",3
"single_race",2023,"Black",170,82,0.482352941176471,0.408462068513417,0.557023725032594,NA,NA,NA,0.990833761091149,"not_estimable: common regime weight has zero-denominator cell; crude result retained",0.482352941176471,"Crude only / not estimable",4
"single_race",2024,"Black",167,81,0.48502994011976,0.410423545197798,0.560309554165116,0.50075889764518,0.419907978991921,0.581609816298439,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.50075889764518,"Standardized (common regime weights)",5
"single_race",2018,"Multiple",9,3,0.333333333333333,0.120583818386911,0.645797864419604,NA,NA,NA,0.605265087629244,"not_estimable: common regime weight has zero-denominator cell; crude result retained",0.333333333333333,"Crude only / not estimable",1
"single_race",2019,"Multiple",15,9,0.6,0.357468301206246,0.801755038586584,NA,NA,NA,0.932609811542128,"not_estimable: common regime weight has zero-denominator cell; crude result retained",0.6,"Crude only / not estimable",1
"single_race",2020,"Multiple",10,4,0.4,0.168180329706236,0.687326230266342,NA,NA,NA,0.897851433599765,"not_estimable: common regime weight has zero-denominator cell; crude result retained",0.4,"Crude only / not estimable",1
"single_race",2021,"Multiple",10,6,0.6,0.312673769733658,0.831819670293764,NA,NA,NA,0.496663489037178,"not_estimable: common regime weight has zero-denominator cell; crude result retained",0.6,"Crude only / not estimable",1
"single_race",2022,"Multiple",11,5,0.454545454545455,0.212712716224598,0.719908462590678,NA,NA,NA,0.799442692674342,"not_estimable: common regime weight has zero-denominator cell; crude result retained",0.454545454545455,"Crude only / not estimable",1
"single_race",2023,"Multiple",14,6,0.428571428571429,0.213807989044741,0.674093554203492,NA,NA,NA,0.736452298892718,"not_estimable: common regime weight has zero-denominator cell; crude result retained",0.428571428571429,"Crude only / not estimable",1
"single_race",2024,"Multiple",16,8,0.5,0.27999563610326,0.72000436389674,NA,NA,NA,0.900564640316785,"not_estimable: common regime weight has zero-denominator cell; crude result retained",0.5,"Crude only / not estimable",1
"single_race",2018,"NHOPI",2,1,0.5,0.0945312057342307,0.905468794265769,NA,NA,NA,0.268900784630051,"not_estimable: common regime weight has zero-denominator cell; crude result retained",0.5,"Crude only / not estimable",1
"single_race",2019,"NHOPI",7,5,0.714285714285714,0.358934451832619,0.917781075995943,NA,NA,NA,0.621984307398988,"not_estimable: common regime weight has zero-denominator cell; crude result retained",0.714285714285714,"Crude only / not estimable",1
"single_race",2020,"NHOPI",2,2,1,0.342380227506653,1,NA,NA,NA,0.23707560313852,"not_estimable: common regime weight has zero-denominator cell; crude result retained",1,"Crude only / not estimable",1
"single_race",2021,"NHOPI",0,0,NA,NA,NA,NA,NA,NA,0,"not_estimable: common regime weight has zero-denominator cell; crude result retained",NA,"Crude only / not estimable",2
"single_race",2022,"NHOPI",11,4,0.363636363636364,0.151664710953676,0.646198825492151,NA,NA,NA,0.759551220943023,"not_estimable: common regime weight has zero-denominator cell; crude result retained",0.363636363636364,"Crude only / not estimable",3
"single_race",2023,"NHOPI",4,3,0.75,0.300641842582402,0.954412739190299,NA,NA,NA,0.372809268900785,"not_estimable: common regime weight has zero-denominator cell; crude result retained",0.75,"Crude only / not estimable",3
"single_race",2024,"NHOPI",6,1,0.166666666666667,0.0300533697483066,0.56350282218647,NA,NA,NA,0.419813742025372,"not_estimable: common regime weight has zero-denominator cell; crude result retained",0.166666666666667,"Crude only / not estimable",3
"single_race",2018,"White",1394,836,0.599713055954089,0.573752745015711,0.625125316760006,0.597619446575995,0.571989113272704,0.623249779879285,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.597619446575995,"Standardized (common regime weights)",1
"single_race",2019,"White",1509,889,0.589131875414182,0.564112669528233,0.613698427881599,0.587057604888615,0.562069511564708,0.612045698212521,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.587057604888615,"Standardized (common regime weights)",1
"single_race",2020,"White",1661,916,0.551475015051174,0.527465850478212,0.575246632499674,0.548745788737949,0.525001427242554,0.572490150233343,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.548745788737949,"Standardized (common regime weights)",1
"single_race",2021,"White",1729,991,0.573163678426836,0.549712571874078,0.596290398398911,0.573117685293737,0.549983044316083,0.596252326271391,1,"common pooled age-sex distribution among record-axis coded deaths within regime",0.573117685293737,"Standardized (common regime weights)",1
